DATE,STATION,NAME,ACMH,ACSH,AWND,DAPR,FMTM,FRGT,MDPR,PGTM,PRCP,SNOW,SNWD,TAVG,TMAX,TMIN,TSUN,WDF1,WDF2,WDF5,WDFG,WSF1,WSF2,WSF5,WSFG,WT01,WT02,WT03,WT04,WT05,WT07,WT08,WT09,WT16,WT18
1966-11-08,USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",10.0,10.0,,,,,,,0.0,0.0,0.0,,61.0,48.0,,270.0,,,,13.0,,,,,,,,,,,,,
1966-11-09,USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",20.0,50.0,,,,,,,0.0,0.0,0.0,,60.0,46.0,,300.0,,,,8.9,,,,,,,,,,,,,
1966-11-10,USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",70.0,80.0,,,,,,,0.0,0.0,0.0,,59.0,46.0,,270.0,,,,15.0,,,,,,,,,,1.0,,,
1966-11-11,USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",100.0,100.0,,,,,,,0.0,0.0,0.0,,62.0,53.0,,150.0,,,,13.0,,,,,,,,,,1.0,,1.0,
1966-11-12,USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",50.0,40.0,,,,,,,0.0,0.0,0.0,,64.0,55.0,,340.0,,,,15.0,,,,,,,,,,,,,
1966-11-13,USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",60.0,90.0,,,,,,,0.0,0.0,0.0,,62.0,52.0,,260.0,,,,16.1,,,,,,,,,,1.0,,,
1966-11-14,USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",90.0,100.0,,,,,,,0.13,0.0,0.0,,64.0,54.0,,140.0,,,,17.9,,,,,,,,,,,,1.0,
1966-11-15,USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",100.0,100.0,,,,,,,0.9,0.0,0.0,,62.0,59.0,,270.0,,,,21.9,,,,,,,,,,,,1.0,
1966-11-16,USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",80.0,90.0,,,,,,,0.05,0.0,0.0,,62.0,52.0,,270.0,,,,21.9,,,,,,,,,,,,1.0,
1966-11-17,USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",80.0,90.0,,,,,,,0.0,0.0,0.0,,64.0,52.0,,160.0,,,,14.1,,,,,,,,,,,,,
1966-11-18,USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",70.0,80.0,,,,,,,0.0,0.0,0.0,,68.0,51.0,,190.0,,,,14.1,,,,,,,,,,,,1.0,
1966-11-19,USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",100.0,100.0,,,,,,,0.88,0.0,0.0,,63.0,59.0,,150.0,,,,25.1,,,,,,,,,,,,1.0,
1966-11-20,USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",70.0,90.0,,,,,,,0.31,0.0,0.0,,62.0,56.0,,180.0,,,,23.9,,,,,,,,,,,,1.0,
1966-11-21,USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",70.0,90.0,,,,,,,0.53,0.0,0.0,,60.0,52.0,,270.0,,,,25.9,,,,,,,,,,,,1.0,
1966-11-22,USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",30.0,30.0,,,,,,,0.0,0.0,0.0,,55.0,43.0,,290.0,,,,12.1,,,,,,,,,,,,,
1966-11-23,USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",0.0,0.0,,,,,,,0.0,0.0,0.0,,56.0,45.0,,120.0,,,,10.1,,,,,,,,,,,,,
1966-11-24,USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",0.0,0.0,,,,,,,0.0,0.0,0.0,,58.0,44.0,,360.0,,,,8.9,,,,,,,,,,,,,
1966-11-25,USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",10.0,10.0,,,,,,,0.0,0.0,0.0,,56.0,38.0,,290.0,,,,10.1,,,,,,,,,,,,,
1966-11-26,USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",20.0,60.0,,,,,,,0.0,0.0,0.0,,63.0,42.0,,270.0,,,,12.1,,,,,,,,,,1.0,,,
1966-11-27,USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",70.0,100.0,,,,,,,0.0,0.0,0.0,,56.0,46.0,,80.0,,,,10.1,,,,,,,,,,1.0,,1.0,
1966-11-28,USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",100.0,100.0,,,,,,,0.44,0.0,0.0,,60.0,50.0,,150.0,,,,25.9,,,,1.0,,,,,,1.0,,1.0,
1966-11-29,USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",90.0,100.0,,,,,,,0.02,0.0,0.0,,59.0,53.0,,200.0,,,,14.1,,,,1.0,,,,,,,,1.0,
1966-11-30,USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",90.0,90.0,,,,,,,0.0,0.0,0.0,,57.0,53.0,,150.0,,,,10.1,,,,1.0,,,,,,1.0,,,
1966-12-01,USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",100.0,100.0,,,,,,,0.11,0.0,0.0,,59.0,54.0,,150.0,,,,16.1,,,,1.0,,,,,,1.0,,1.0,
1966-12-02,USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",90.0,100.0,,,,,,,0.85,0.0,0.0,,58.0,55.0,,150.0,,,,34.9,,,,1.0,,,,,,,,1.0,
1966-12-03,USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",30.0,30.0,,,,,,,0.0,0.0,0.0,,59.0,49.0,,130.0,,,,14.1,,,,,,,,,,,,,
1966-12-04,USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",100.0,100.0,,,,,,,0.48,0.0,0.0,,58.0,52.0,,150.0,,,,29.1,,,,,,,,,,,,1.0,
1966-12-05,USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",100.0,100.0,,,,,,,0.69,0.0,0.0,,58.0,52.0,,220.0,,,,17.0,,,,1.0,,,,,,,,1.0,
1966-12-06,USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",70.0,80.0,,,,,,,0.59,0.0,0.0,,56.0,50.0,,310.0,,,,17.0,,,,1.0,,,,,,,,1.0,
1966-12-07,USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",50.0,50.0,,,,,,,0.28,0.0,0.0,,57.0,50.0,,260.0,,,,15.0,,,,1.0,,,,,,,,1.0,
1966-12-08,USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",80.0,90.0,,,,,,,0.04,0.0,0.0,,55.0,49.0,,140.0,,,,10.1,,,,,,,,,,,,1.0,
1966-12-09,USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",100.0,90.0,,,,,,,0.47,0.0,0.0,,55.0,48.0,,140.0,,,,14.1,,,,1.0,,,,,,,,1.0,
1966-12-10,USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",80.0,90.0,,,,,,,0.0,0.0,0.0,,61.0,52.0,,50.0,,,,14.1,,,,1.0,,,,,,1.0,,1.0,
1966-12-11,USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",40.0,50.0,,,,,,,0.0,0.0,0.0,,56.0,50.0,,120.0,,,,14.1,,,,1.0,,,,,,,,,
1966-12-12,USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",70.0,70.0,,,,,,,0.0,0.0,0.0,,54.0,48.0,,60.0,,,,12.1,,,,1.0,,,,,,1.0,,,
1966-12-13,USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",80.0,90.0,,,,,,,0.0,0.0,0.0,,57.0,49.0,,130.0,,,,14.1,,,,1.0,,,,,,1.0,,1.0,
1966-12-14,USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",50.0,90.0,,,,,,,0.0,0.0,0.0,,57.0,49.0,,90.0,,,,13.0,,,,,,,,,,1.0,,,
1966-12-15,USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",20.0,20.0,,,,,,,0.0,0.0,0.0,,55.0,45.0,,60.0,,,,14.1,,,,1.0,1.0,,,,,1.0,,,
1966-12-16,USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",60.0,90.0,,,,,,,0.0,0.0,0.0,,52.0,46.0,,110.0,,,,12.1,,,,,,,,,,1.0,,,
1966-12-17,USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",10.0,0.0,,,,,,,0.0,0.0,0.0,,55.0,44.0,,160.0,,,,12.1,,,,,,,,,,1.0,,,
1966-12-18,USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",10.0,20.0,,,,,,,0.0,0.0,0.0,,53.0,44.0,,90.0,,,,13.0,,,,,,,,,,1.0,,,
1966-12-19,USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",0.0,10.0,,,,,,,0.0,0.0,0.0,,52.0,42.0,,90.0,,,,13.0,,,,,,,,,,1.0,,,
1966-12-20,USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",90.0,100.0,,,,,,,0.0,0.0,0.0,,50.0,41.0,,320.0,,,,10.1,,,,,,,,,,1.0,,,
1966-12-21,USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",10.0,0.0,,,,,,,0.0,0.0,0.0,,62.0,43.0,,60.0,,,,14.1,,,,,,,,,,1.0,,,
1966-12-22,USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",40.0,40.0,,,,,,,0.0,0.0,0.0,,52.0,41.0,,80.0,,,,15.0,,,,,,,,,,1.0,,,
1966-12-23,USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",70.0,100.0,,,,,,,0.0,0.0,0.0,,50.0,39.0,,20.0,,,,8.9,,,,1.0,,,,,,1.0,,1.0,
1966-12-24,USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",50.0,40.0,,,,,,,0.0,0.0,0.0,,51.0,44.0,,80.0,,,,8.9,,,,,,,,,,1.0,,,
1966-12-25,USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",60.0,100.0,,,,,,,0.0,0.0,0.0,,52.0,39.0,,30.0,,,,15.0,,,,,,,,,,1.0,,1.0,
1966-12-26,USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",0.0,0.0,,,,,,,0.0,0.0,0.0,,55.0,38.0,,320.0,,,,19.9,,,,,,,,,,,,,
1966-12-27,USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",10.0,30.0,,,,,,,0.0,0.0,0.0,,52.0,37.0,,270.0,,,,8.9,,,,,,,,,,,,,
1966-12-28,USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",40.0,70.0,,,,,,,0.0,0.0,0.0,,53.0,34.0,,40.0,,,,16.1,,,,,,,,,,1.0,,,
1966-12-29,USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",80.0,100.0,,,,,,,0.0,0.0,0.0,,51.0,37.0,,170.0,,,,6.0,,,,,,,,,,1.0,,1.0,
1966-12-30,USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",40.0,60.0,,,,,,,0.0,0.0,0.0,,65.0,41.0,,350.0,,,,17.9,,,,,,,,,,1.0,,,
1966-12-31,USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",0.0,10.0,,,,,,,0.0,0.0,0.0,,57.0,40.0,,30.0,,,,17.9,,,,,,,,,,1.0,,,
1967-01-01,USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",30.0,20.0,,,,,,,0.0,0.0,0.0,,58.0,41.0,,300.0,,,,16.1,,,,1.0,,,,,,1.0,,,
1967-01-02,USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",40.0,60.0,,,,,,,0.0,0.0,0.0,,55.0,39.0,,60.0,,,,8.1,,,,,,,,,,,,,
1967-01-03,USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",50.0,70.0,,,,,,,0.0,0.0,0.0,,52.0,40.0,,300.0,,,,10.1,,,,,,,,,,1.0,,,
1967-01-04,USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",70.0,100.0,,,,,,,0.0,0.0,0.0,,47.0,38.0,,300.0,,,,8.1,,,,,,,,,,1.0,,,
1967-01-05,USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",20.0,0.0,,,,,,,0.0,0.0,0.0,,54.0,45.0,,330.0,,,,21.0,,,,,,,,,,1.0,,,
1967-01-06,USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",30.0,60.0,,,,,,,0.0,0.0,0.0,,52.0,38.0,,330.0,,,,15.0,,,,,,,,,,,,,
1967-01-07,USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",10.0,30.0,,,,,,,0.0,0.0,0.0,,55.0,41.0,,40.0,,,,14.1,,,,,,,,,,,,,
1967-01-08,USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",30.0,80.0,,,,,,,0.0,0.0,0.0,,57.0,41.0,,20.0,,,,13.0,,,,,,,,,,,,,
1967-01-09,USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",60.0,80.0,,,,,,,0.0,0.0,0.0,,52.0,40.0,,270.0,,,,10.1,,,,,,,,,,1.0,,,
1967-01-10,USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",60.0,60.0,,,,,,,0.0,0.0,0.0,,57.0,43.0,,160.0,,,,8.1,,,,,,,,,,1.0,,,
1967-01-11,USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",80.0,80.0,,,,,,,0.0,0.0,0.0,,57.0,43.0,,320.0,,,,8.9,,,,,,,,,,1.0,,1.0,
1967-01-12,USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",40.0,70.0,,,,,,,0.0,0.0,0.0,,60.0,43.0,,270.0,,,,10.1,,,,1.0,,,,,,1.0,,,
1967-01-13,USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",50.0,50.0,,,,,,,0.0,0.0,0.0,,60.0,43.0,,270.0,,,,6.9,,,,,,,,,,1.0,,,
1967-01-14,USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",20.0,30.0,,,,,,,0.0,0.0,0.0,,62.0,45.0,,240.0,,,,8.9,,,,,,,,,,1.0,,,
1967-01-15,USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",10.0,30.0,,,,,,,0.0,0.0,0.0,,58.0,42.0,,280.0,,,,8.1,,,,1.0,1.0,,,,,1.0,,,
1967-01-16,USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",40.0,50.0,,,,,,,0.0,0.0,0.0,,63.0,43.0,,310.0,,,,12.1,,,,1.0,1.0,,,,,1.0,,,
1967-01-17,USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",10.0,10.0,,,,,,,0.0,0.0,0.0,,64.0,43.0,,10.0,,,,21.0,,,,,,,,,,,,,
1967-01-18,USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",50.0,90.0,,,,,,,0.0,0.0,0.0,,53.0,42.0,,300.0,,,,13.0,,,,,,,,,,1.0,,,
1967-01-19,USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",50.0,60.0,,,,,,,0.0,0.0,0.0,,52.0,39.0,,280.0,,,,8.1,,,,,,,,,,1.0,,,
1967-01-20,USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",100.0,100.0,,,,,,,2.36,0.0,0.0,,53.0,49.0,,150.0,,,,23.0,,,,,,,,,,1.0,,1.0,
1967-01-21,USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",100.0,100.0,,,,,,,2.44,0.0,0.0,,55.0,50.0,,150.0,,,,21.0,,,,,,,,,,,,1.0,
1967-01-22,USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",50.0,80.0,,,,,,,0.0,0.0,0.0,,52.0,42.0,,290.0,,,,16.1,,,,,,,,,,,,,
1967-01-23,USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",90.0,90.0,,,,,,,0.17,0.0,0.0,,53.0,42.0,,150.0,,,,21.0,,,,,,,,,,,,1.0,
1967-01-24,USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",90.0,80.0,,,,,,,1.0,0.0,0.0,,54.0,47.0,,270.0,,,,28.0,,,,,,1.0,,,,,,1.0,
1967-01-25,USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",90.0,90.0,,,,,,,0.04,0.0,0.0,,53.0,45.0,,140.0,,,,12.1,,,,,,,,,,,,1.0,
1967-01-26,USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",100.0,100.0,,,,,,,0.34,0.0,0.0,,55.0,51.0,,140.0,,,,16.1,,,,,,,,,,,,1.0,
1967-01-27,USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",100.0,100.0,,,,,,,0.0,0.0,0.0,,61.0,51.0,,130.0,,,,8.9,,,,1.0,,,,,,1.0,,1.0,
1967-01-28,USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",100.0,100.0,,,,,,,0.66,0.0,0.0,,57.0,53.0,,160.0,,,,17.9,,,,,,,,,,,,1.0,
1967-01-29,USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",100.0,100.0,,,,,,,0.76,0.0,0.0,,58.0,56.0,,180.0,,,,17.0,,,,1.0,,,,,,,,1.0,
1967-01-30,USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",90.0,80.0,,,,,,,1.13,0.0,0.0,,57.0,54.0,,230.0,,,,21.9,,,,1.0,,,,,,1.0,,1.0,
1967-01-31,USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",70.0,80.0,,,,,,,0.0,0.0,0.0,,56.0,52.0,,280.0,,,,21.0,,,,,,,,,,,,1.0,
1967-02-01,USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",70.0,80.0,,,,,,,0.0,0.0,0.0,,56.0,50.0,,270.0,,,,13.0,,,,,,,,,,,,,
1967-02-02,USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",30.0,50.0,,,,,,,0.0,0.0,0.0,,55.0,46.0,,190.0,,,,6.9,,,,1.0,1.0,,,,,1.0,,,
1967-02-03,USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",50.0,90.0,,,,,,,0.0,0.0,0.0,,62.0,48.0,,50.0,,,,13.0,,,,,,,,,,1.0,,,
1967-02-04,USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",20.0,30.0,,,,,,,0.0,0.0,0.0,,56.0,45.0,,60.0,,,,14.1,,,,,,,,,,1.0,,,
1967-02-05,USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",0.0,0.0,,,,,,,0.0,0.0,0.0,,63.0,44.0,,50.0,,,,12.1,,,,1.0,,,,,,1.0,,,
1967-02-06,USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",0.0,0.0,,,,,,,0.0,0.0,0.0,,65.0,48.0,,40.0,,,,17.9,,,,,,,,,,,,,
1967-02-07,USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",40.0,70.0,,,,,,,0.0,0.0,0.0,,57.0,43.0,,270.0,,,,14.1,,,,,,,,,,1.0,,,
1967-02-08,USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",20.0,40.0,,,,,,,0.0,0.0,0.0,,56.0,43.0,,100.0,,,,10.1,,,,,,,,,,1.0,,,
1967-02-09,USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",20.0,30.0,,,,,,,0.0,0.0,0.0,,54.0,43.0,,280.0,,,,13.0,,,,1.0,1.0,,,,,1.0,,,
1967-02-10,USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",20.0,50.0,,,,,,,0.0,0.0,0.0,,67.0,45.0,,70.0,,,,12.1,,,,,,,,,,1.0,,,
1967-02-11,USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",70.0,90.0,,,,,,,0.0,0.0,0.0,,64.0,51.0,,40.0,,,,15.0,,,,,,,,,,1.0,,,
1967-02-12,USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",70.0,100.0,,,,,,,0.0,0.0,0.0,,59.0,47.0,,270.0,,,,8.1,,,,,,,,,,1.0,,,
1967-02-13,USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",60.0,20.0,,,,,,,0.0,0.0,0.0,,57.0,51.0,,270.0,,,,23.0,,,,1.0,,,,,,1.0,,1.0,
1967-02-14,USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",0.0,0.0,,,,,,,0.0,0.0,0.0,,56.0,45.0,,340.0,,,,17.9,,,,,,,,,,,,,
1967-02-15,USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",60.0,90.0,,,,,,,0.01,0.0,0.0,,54.0,41.0,,310.0,,,,15.0,,,,,,,,,,,,1.0,
1967-02-16,USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",60.0,100.0,,,,,,,0.0,0.0,0.0,,55.0,41.0,,270.0,,,,14.1,,,,,,,,,,,,,
1967-02-17,USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",50.0,70.0,,,,,,,0.0,0.0,0.0,,60.0,44.0,,300.0,,,,8.1,,,,1.0,,,,,,1.0,,,
1967-02-18,USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",40.0,60.0,,,,,,,0.0,0.0,0.0,,58.0,47.0,,290.0,,,,12.1,,,,1.0,1.0,,,,,1.0,,,
1967-02-19,USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",10.0,0.0,,,,,,,0.0,0.0,0.0,,63.0,44.0,,50.0,,,,17.0,,,,1.0,1.0,,,,,1.0,,,
1967-02-20,USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",0.0,0.0,,,,,,,0.0,0.0,0.0,,64.0,47.0,,60.0,,,,17.0,,,,,,,,,,,,,
1967-02-21,USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",20.0,30.0,,,,,,,0.0,0.0,0.0,,61.0,43.0,,270.0,,,,10.1,,,,,,,,,,1.0,,,
1967-02-22,USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",90.0,100.0,,,,,,,0.0,0.0,0.0,,58.0,40.0,,270.0,,,,12.1,,,,,,,,,,1.0,,,
1967-02-23,USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",90.0,90.0,,,,,,,0.0,0.0,0.0,,59.0,45.0,,270.0,,,,8.9,,,,,,,,,,1.0,,,
1967-02-24,USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",100.0,100.0,,,,,,,0.19,0.0,0.0,,56.0,50.0,,160.0,,,,21.0,,,,,,,,,,1.0,,1.0,
1967-02-25,USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",70.0,80.0,,,,,,,0.07,0.0,0.0,,55.0,48.0,,330.0,,,,21.0,,,,,,,,,,,,1.0,
1967-02-26,USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",50.0,60.0,,,,,,,0.0,0.0,0.0,,58.0,42.0,,320.0,,,,12.1,,,,,,,,,,,,,
1967-02-27,USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",90.0,90.0,,,,,,,0.0,0.0,0.0,,62.0,45.0,,50.0,,,,12.1,,,,,,,,,,1.0,,,
1967-02-28,USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",80.0,90.0,,,,,,,0.0,0.0,0.0,,63.0,48.0,,290.0,,,,10.1,,,,,,,,,,1.0,,,
1967-03-01,USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",90.0,100.0,,,,,,,0.0,0.0,0.0,,59.0,48.0,,270.0,,,,13.0,,,,,,,,,,1.0,,,
1967-03-02,USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",50.0,60.0,,,,,,,0.0,0.0,0.0,,60.0,49.0,,280.0,,,,14.1,,,,,,,,,,1.0,,,
1967-03-03,USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",50.0,60.0,,,,,,,0.0,0.0,0.0,,53.0,44.0,,270.0,,,,19.9,,,,,,,,,,,,1.0,
1967-03-04,USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",10.0,0.0,,,,,,,0.0,0.0,0.0,,58.0,42.0,,280.0,,,,19.9,,,,,,,,,,,,,
1967-03-05,USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",10.0,0.0,,,,,,,0.0,0.0,0.0,,58.0,44.0,,280.0,,,,13.0,,,,,,,,,,,,,
1967-03-06,USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",30.0,30.0,,,,,,,0.0,0.0,0.0,,59.0,50.0,,270.0,,,,13.0,,,,,,,,,,1.0,,,
1967-03-07,USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",30.0,30.0,,,,,,,0.0,0.0,0.0,,62.0,48.0,,290.0,,,,12.1,,,,,,,,,,1.0,,,
1967-03-08,USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",40.0,40.0,,,,,,,0.0,0.0,0.0,,65.0,45.0,,300.0,,,,12.1,,,,1.0,1.0,,,,,1.0,,,
1967-03-09,USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",50.0,60.0,,,,,,,0.0,0.0,0.0,,57.0,51.0,,270.0,,,,21.0,,,,,,,,,,,,,
1967-03-10,USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",100.0,90.0,,,,,,,0.48,0.0,0.0,,56.0,52.0,,200.0,,,,28.0,,,,1.0,,,,,,,,1.0,
1967-03-11,USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",60.0,50.0,,,,,,,0.54,0.0,0.0,,54.0,44.0,,150.0,,,,17.0,,,,,,,,,,,,1.0,
1967-03-12,USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",80.0,90.0,,,,,,,0.4,0.0,0.0,,54.0,48.0,,240.0,,,,23.0,,,,,,,,,,,,1.0,
1967-03-13,USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",70.0,100.0,,,,,,,0.51,0.0,0.0,,52.0,45.0,,180.0,,,,23.0,,,,,,1.0,,1.0,,,,1.0,
1967-03-14,USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",60.0,50.0,,,,,,,0.0,0.0,0.0,,57.0,45.0,,150.0,,,,17.9,,,,,,,,,,,,,
1967-03-15,USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",90.0,80.0,,,,,,,0.39,0.0,0.0,,64.0,51.0,,150.0,,,,23.0,,,,,,,,,,,,1.0,
1967-03-16,USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",90.0,100.0,,,,,,,0.89,0.0,0.0,,60.0,55.0,,270.0,,,,23.9,,,,1.0,,,,,,,,1.0,
1967-03-17,USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",40.0,20.0,,,,,,,0.0,0.0,0.0,,62.0,49.0,,270.0,,,,14.1,,,,,,,,,,,,,
1967-03-18,USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",60.0,50.0,,,,,,,0.0,0.0,0.0,,59.0,53.0,,270.0,,,,17.9,,,,,,,,,,,,,
1967-03-19,USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",60.0,60.0,,,,,,,0.0,0.0,0.0,,59.0,47.0,,280.0,,,,14.1,,,,,,,,,,,,,
1967-03-20,USW00023230,"OAKLAND INTERNATIONAL AIRPORT, CA US",90.0,90.0,,,,,,,0.11,0.0,0.0,,65.0,53.0,,150.0,,,,14.1,,,,1.0,,,,,,,,1.0,
